"","chr","start","end","strand","pvalue","qvalue","meth.diff"
"509","NC_047559.1",140978,140980,"*",5.46242400649402e-07,2.76903347149011e-05,29.7008547008547
"510","NC_047559.1",140984,140986,"*",4.89053108624111e-06,0.000176395565627915,26.3631937682571
"681","NC_047559.1",432920,432922,"*",0.000446024722671647,0.00771433998766777,-25.4528985507246
"953","NC_047559.1",544387,544389,"*",1.85736344544514e-07,1.11209770163685e-05,21.3010204081633
"965","NC_047559.1",551979,551981,"*",1.40832011023653e-05,0.000429288954710011,30.1232993197279
"1008","NC_047559.1",561661,561663,"*",1.64229550340913e-10,3.13124376222414e-08,38.951147862039
"1010","NC_047559.1",561695,561697,"*",7.1715944716656e-10,1.067267834466e-07,37.1668851026649
"1012","NC_047559.1",562290,562292,"*",9.79983712981434e-06,0.000316288570843195,-23.8181818181818
"1013","NC_047559.1",562387,562389,"*",4.84906430460281e-05,0.00121629620508125,25.7478632478632
"1031","NC_047559.1",567308,567310,"*",9.65357325271202e-05,0.00216475798140499,24.885197850513
"1054","NC_047559.1",582199,582201,"*",1.30581919885898e-05,0.000402689928794004,-24.8242383662538
"1094","NC_047559.1",597498,597500,"*",2.11926642187607e-09,2.64549686227968e-07,-28.5017730496454
"1095","NC_047559.1",597827,597829,"*",3.34383976454089e-09,3.88071037737579e-07,-22.6780297558862
"1096","NC_047559.1",597836,597838,"*",8.09552818586208e-09,8.1154788589594e-07,-20.8455882352941
"1098","NC_047559.1",598033,598035,"*",1.54627790625627e-11,4.3486101506518e-09,-30.2752293577982
"1099","NC_047559.1",598141,598143,"*",1.7363223973444e-07,1.05100720523965e-05,-32.4101914859946
"1100","NC_047559.1",598249,598251,"*",1.30100944506297e-09,1.7540076458894e-07,-36.2032923961327
"1101","NC_047559.1",598426,598428,"*",2.12230557968436e-21,8.26326374632216e-18,-39.7040921434591
"1102","NC_047559.1",598544,598546,"*",2.0019820455762e-09,2.52239848131376e-07,-30.7860170380629
"1103","NC_047559.1",599124,599126,"*",2.62531298294257e-06,0.000104348825345088,-24.6885738831615
"1115","NC_047559.1",601195,601197,"*",7.47862569108693e-05,0.00174851575487866,-27.7080833424239
"1116","NC_047559.1",601665,601667,"*",8.98981730916394e-11,1.89367495777236e-08,-32.5225225225225
"1117","NC_047559.1",601679,601681,"*",6.18838429491348e-11,1.38029765169132e-08,-32.7530625402966
"1118","NC_047559.1",601693,601695,"*",3.03326426166316e-09,3.57366444582587e-07,-32.8615656789031
"1120","NC_047559.1",602101,602103,"*",2.23286608792275e-05,0.000633929730994991,-21.7637540453074
"1121","NC_047559.1",602222,602224,"*",9.84081160511024e-05,0.00219991779007648,-22.0301757066463
"1122","NC_047559.1",602281,602283,"*",0.000303553978783127,0.00561548144943915,-23.0769230769231
"1152","NC_047559.1",608377,608379,"*",7.06047613198982e-07,3.43541232208536e-05,-26.3458646616541
"1154","NC_047559.1",608671,608673,"*",6.24465231119268e-06,0.000216737859283454,-21.9498910675381
"1155","NC_047559.1",608791,608793,"*",5.85984544341903e-06,0.000205442932141638,-21.7917675544794
"1156","NC_047559.1",609432,609434,"*",1.31080185752917e-05,0.000403934641872266,-25.2525252525253
"1157","NC_047559.1",609444,609446,"*",0.000444558164581449,0.00769346918552863,-21.0373330911073
